"","V1","time","country","valence","sky","temperature"
"253","201901",13,"fr",0.504174758064519,0.587489779231398,38.9856856187292
"254","201902",14,"fr",0.499691410714293,0.461833602584814,45.2637918215613
"255","201903",15,"fr",0.504612854838714,0.447233606557377,49.1327052489906
"256","201904",16,"fr",0.496610950000011,0.399819494584838,52.5586159169552
"257","201905",17,"fr",0.507144193548396,0.375838926174497,55.7689216342934
"258","201906",18,"fr",0.520759950000009,0.316841680129241,67.1868147120056
"259","201907",19,"fr",0.532644161290332,0.336014851485149,70.8480859637342
"260","201908",20,"fr",0.534282580645169,0.350026150627615,69.3781061114841
"261","201909",21,"fr",0.530629566666676,0.419951201201201,62.1747735191637
"262","201910",22,"fr",0.521797483870976,0.449647716229349,55.5749329758711
"263","201911",23,"fr",0.510716050000004,0.467436974789916,46.1478260869567
"264","201912",24,"fr",0.520562354838714,0.497833843017329,44.302900552486
"265","201801",1,"fi",0.494631258064514,0.551049270072993,28.2304172274562
"266","201802",2,"fi",0.492277124999997,0.480134635691658,16.245305514158
"267","201803",3,"fi",0.499619403225802,0.518314717477004,23.0849629130141
"268","201804",4,"fi",0.513242833333332,0.488921957671958,40.7986101459347
"269","201805",5,"fi",0.53663174193548,0.416666666666667,58.1653225806452
"270","201806",6,"fi",0.559100233333329,0.311669829222011,59.8862500000001
"271","201807",7,"fi",0.566772564516129,0.320060483870968,69.4576612903226
"272","201808",8,"fi",0.526161209677415,0.296127204030227,64.3044354838711
"273","201809",9,"fi",0.500476549999999,0.335245901639344,55.6624999999999
"274","201810",10,"fi",0.487226500000003,0.415618712273642,43.9818548387097
"275","201811",11,"fi",0.472757666666669,0.574445564516129,37.1605042016807
"276","201812",12,"fi",0.477231080645164,0.578592268417214,28.7024193548387
"277","201901",13,"fi",0.466770741935484,0.544722719141324,20.7436449226631
"278","201902",14,"fi",0.467342589285717,0.571954387990762,31.5714285714284
"279","201903",15,"fi",0.468075483870966,0.5115234375,31.5924528301886
"280","201904",16,"fi",0.486516533333335,0.398026315789474,43.098121085595
"281","201905",17,"fi",0.506435548387098,0.406125498007968,50.5788331071913
"282","201906",18,"fi",0.536253033333338,0.336138613861386,63.6360975609755
"283","201907",19,"fi",0.539148177419354,0.304405120481928,62.2286290322581
"284","201908",20,"fi",0.525460612903227,0.29609872611465,61.3879032258065
"285","201909",21,"fi",0.512907383333329,0.336035818005808,51.6341939986043
"286","201910",22,"fi",0.508867725806445,0.442069575471698,40.9697173620459
"287","201911",23,"fi",0.510214033333329,0.651419726729291,35.06212647672
"288","201912",24,"fi",0.490596193548385,0.574346723868955,34.5330090340514
"289","201801",1,"nl",0.539298919354841,0.286308623298033,42.0974427994617
"290","201802",2,"nl",0.540911964285718,0.247457924263675,34.0159463487332
"291","201803",3,"nl",0.533768967741936,0.323735265225933,40.4933333333334
"292","201804",4,"nl",0.533417349999996,0.244542974079127,53.5124391938847
"293","201805",5,"nl",0.539502193548389,0.280854430379747,61.5825033647375
"294","201806",6,"nl",0.545811200000004,0.29101752677702,62.9852675469076
"295","201807",7,"nl",0.549431532258064,0.222808441558442,69.1697580645161
"296","201808",8,"nl",0.535068241935485,0.240682048681542,65.7158036314726
"297","201809",9,"nl",0.519866033333336,0.228005675954592,59.4478109798471
"298","201810",10,"nl",0.516809274193553,0.280092592592593,54.5266129032259
"299","201811",11,"nl",0.515184100000006,0.344011350059737,44.6238826815641
"300","201812",12,"nl",0.536941887096788,0.308928571428571,43.9286290322579
"301","201901",13,"nl",0.510677548387109,0.297245260663507,38.9977119784656
"302","201902",14,"nl",0.507594160714292,0.283634868421053,43.4634400595681
"303","201903",15,"nl",0.513242274193555,0.266848722176422,46.3514824797844
"304","201904",16,"nl",0.520656683333341,0.243761343012704,51.8951321279556
"305","201905",17,"nl",0.535085612903228,0.273902266288952,53.0831203765972
"306","201906",18,"nl",0.548412900000001,0.264527458492976,64.2062500000001
"307","201907",19,"nl",0.545805564516129,0.242341640706127,65.6698049764626
"308","201908",20,"nl",0.545370854838707,0.215705128205128,65.9407806191117
"309","201909",21,"nl",0.536849200000002,0.218049568965517,59.4214634146343
"310","201910",22,"nl",0.534515806451612,0.232624481327801,53.0133064516129
"311","201911",23,"nl",0.525976586206894,0.269479755178908,43.9962500000001
"312","201912",24,"nl",0.529303758064512,0.270491803278689,43.0814454482279
"313","201801",1,"es",0.560570209677423,0.366303516819572,42.6848767488342
"314","201802",2,"es",0.538236250000005,0.344486823855756,41.7852616064849
"315","201803",3,"es",0.539900016129034,0.329515706806283,47.9353642384106
"316","201804",4,"es",0.546877016666668,0.319545454545455,55.3147632311978
"317","201805",5,"es",0.568488806451622,0.27450495049505,61.9694039735098
"318","201806",6,"es",0.569152016666673,0.293349582172702,71.965450791466
"319","201807",7,"es",0.572042758064511,0.249821937321937,79.2587760591795
"320","201808",8,"es",0.569589580645158,0.219468390804598,81.6969127516778
"321","201809",9,"es",0.571068399999998,0.278188344594595,74.957596685083
"322","201810",10,"es",0.572819532258069,0.332731648616125,59.1961461794019
"323","201811",11,"es",0.558274900000005,0.372332317073171,49.9092024539878
"324","201812",12,"es",0.56617941935484,0.466990894039735,42.6357235984356
"325","201901",13,"es",0.562344403225807,0.33786231884058,40.4217741935483
"326","201902",14,"es",0.569721785714288,0.304080310880829,45.0905435591959
"327","201903",15,"es",0.577680306451618,0.332435344827586,52.5391773432231
"328","201904",16,"es",0.579747866666673,0.314854887983707,54.062962962963
"329","201905",17,"es",0.593985274193557,0.325147058823529,65.4308209959623
"330","201906",18,"es",0.602050000000003,0.277020676691729,75.1147632311978
"331","201907",19,"es",0.623071935483871,0.219883419689119,82.7293565683646
"332","201908",20,"es",0.623370967741938,0.281905594405594,79.143658210948
"333","201909",21,"es",0.623446900000005,0.285934744268078,69.6394190871369
"334","201910",22,"es",0.625575338709686,0.372916666666667,60.4503683858004
"335","201911",23,"es",0.620082000000006,0.339954780361757,50.300616016427
"336","201912",24,"es",0.618127935483872,0.39122191011236,46.226549865229
"337","201801",1,"mx",0.580950048387103,0.236169652265543,55.2596417281349
"338","201802",2,"mx",0.58473557142858,0.299789410348977,62.5031100478469
"339","201803",3,"mx",0.594528258064515,0.21468253968254,66.5847619047619
"340","201804",4,"mx",0.589716249999999,0.339059196617336,66.6985200845667
"341","201805",5,"mx",0.597992161290321,0.341473072861668,67.8612460401268
"342","201806",6,"mx",0.603323549999998,0.455940315315315,65.7743243243244
"343","201807",7,"mx",0.590991048387096,0.462071428571429,65.4347428571429
"344","201808",8,"mx",0.604183919354835,0.509937238493724,63.7115987460815
"345","201809",9,"mx",0.605552833333333,0.50647271714922,64.5725752508361
"346","201810",10,"mx",0.609855806451612,0.471438547486034,63.6328523862373
"347","201811",11,"mx",0.601625616666669,0.3125,60.5102958579881
"348","201812",12,"mx",0.614432741935484,0.274658469945355,58.4990291262136
"349","201901",13,"mx",0.604854516129037,0.265468227424749,59.3106194690265
"350","201902",14,"mx",0.596457500000014,0.1562876960193,64.5454764776839
"351","201903",15,"mx",0.614150225806463,0.184574468085106,66.6155319148936
"352","201904",16,"mx",0.615588433333345,0.311934389140271,68.5843891402715
"353","201905",17,"mx",0.628286451612914,0.347012917115178,71.2144241119485
"354","201906",18,"mx",0.627102666666677,0.501492942453854,66.6651465798045
"355","201907",19,"mx",0.642522258064525,0.494517543859649,64.1436532507739
"356","201908",20,"mx",0.651503709677424,0.442521141649049,66.3674418604651
"357","201909",21,"mx",0.645748616666674,0.499647688838782,65.0696730552424
"358","201910",22,"mx",0.640451129032269,0.507959290187891,64.5578288100209
"359","201911",23,"mx",0.649180833333343,0.342375578703704,63.0867663981587
"360","201912",24,"mx",0.647636838709681,0.197680995475113,59.6821266968326
"361","201801",1,"pt",0.486437370967739,0.305908203125,52.6322580645161
"362","201802",2,"pt",0.492101982142854,0.275946704067321,51.4416228399699
"363","201803",3,"pt",0.492193467741935,0.275957290132548,53.7832771409305
"364","201804",4,"pt",0.486191416666665,0.255129348795718,56.9350000000001
"365","201805",5,"pt",0.487437290322579,0.257000448028674,61.6388702084733
"366","201806",6,"pt",0.487086949999996,0.268895348837209,66.5339819318971
"367","201807",7,"pt",0.488304145161283,0.307608315863033,68.7294354838705
"368","201808",8,"pt",0.476174741935477,0.297387295081967,75.5302419354836
"369","201809",9,"pt",0.469280483333332,0.273245073891626,73.4312717164696
"370","201810",10,"pt",0.460099887096778,0.234955185659411,64.9167582417583
"371","201811",11,"pt",0.447428616666671,0.267953228476821,56.474720670391
"372","201812",12,"pt",0.471459854838714,0.293599397590361,53.5419354838707
"373","201901",13,"pt",0.454292596774195,0.251358695652174,50.9671822461332
"374","201902",14,"pt",0.454642214285721,0.263070342205323,53.7245535714287
"375","201903",15,"pt",0.46191806451613,0.234972133757962,57.9610249494269
"376","201904",16,"pt",0.464592866666669,0.233831400535236,57.5166898470097
"377","201905",17,"pt",0.476761629032258,0.309180699481865,66.816935483871
"378","201906",18,"pt",0.490793616666664,0.254197332106716,65.2675
"379","201907",19,"pt",0.502858645161293,0.314314688300598,69.7951580363145
"380","201908",20,"pt",0.503631903225808,0.261640211640212,71.2504032258061
"381","201909",21,"pt",0.490176716666661,0.238882660687593,71.1634843205576
"382","201910",22,"pt",0.473686564516125,0.267375,64.3141129032257
"383","201911",23,"pt",0.481855866666662,0.277726261127596,58.2387500000004
"384","201912",24,"pt",0.493662854838701,0.300631935881628,55.4087500000001
"385","201801",1,"at",0.484430274193547,0.247238503155996,38.6117014122395
"386","201802",2,"at",0.485877142857141,0.286560822898032,29.7282204020849
"387","201803",3,"at",0.492535661290316,0.289098972922502,37.6832548755885
"388","201804",4,"at",0.473758816666666,0.226363109048724,59.6441973592772
"389","201805",5,"at",0.472137177419354,0.219184576485461,64.7991935483872
"390","201806",6,"at",0.483253933333333,0.220911488862837,69.0424999999999
